
,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Scrimmage,Scrimmage,Scrimmage,Scrimmage,-additional
219,Javarris James,Miami (FL),ACC,12,159,582,3.7,4,14,100,7.1,0,173,682,3.9,4,javarris-james-1
220,Wynel Seldon,Wyoming,MWC,12,148,554,3.7,8,27,132,4.9,0,175,686,3.9,8,wynel-seldon-1
221,Chase Clement,Rice,CUSA,12,144,535,3.7,8,,,,,144,535,3.7,8,chase-clement-2
222,Kinsmon Lancaster,Louisiana-Monroe,Sun Belt,12,107,398,3.7,1,1,2,2.0,0,108,400,3.7,1,kinsmon-lancaster-1
223,Curtis Marsh,Utah State,WAC,10,82,302,3.7,2,16,96,6.0,0,98,398,4.1,2,curtis-marsh-1
224,Jason Harper,Temple,MAC,12,163,586,3.6,5,22,226,10.3,2,185,812,4.4,7,jason-harper-1
225,Micah Andrews*,Wake Forest,ACC,13,116,420,3.6,3,14,87,6.2,0,130,507,3.9,3,micah-andrews-1
226,Maurice Wells*,Ohio State,Big Ten,13,103,367,3.6,3,10,47,4.7,1,113,414,3.7,4,maurice-wells-1
227,Jeff Jennings,Vanderbilt,SEC,10,96,346,3.6,2,8,57,7.1,2,104,403,3.9,4,jeff-jennings-1
228,Justin Hill,Rice,CUSA,12,88,321,3.6,3,10,82,8.2,0,98,403,4.1,3,justin-hill-1
229,Ryan Christian*,TCU,MWC,13,88,321,3.6,2,18,139,7.7,0,106,460,4.3,2,ryan-christian-1
230,Anthony Elzy,North Carolina,ACC,12,92,321,3.5,5,10,73,7.3,0,102,394,3.9,5,anthony-elzy-1
231,Manase Tonga*,Brigham Young,MWC,12,88,305,3.5,8,27,248,9.2,0,115,553,4.8,8,manase-tonga-1
232,Demarco McNair,Middle Tennessee State,Sun Belt,12,149,505,3.4,9,22,321,14.6,4,171,826,4.8,13,demarco-mcnair-1
233,Demetrius Sumler*,Colorado,Big 12,12,100,335,3.4,4,6,41,6.8,1,106,376,3.5,5,demetrius-sumler-1
234,Brandon Fragger*,Nevada,WAC,11,99,334,3.4,2,17,133,7.8,1,116,467,4.0,3,brandon-fragger-1
235,Jason Scales,Iowa State,Big 12,7,99,333,3.4,3,10,28,2.8,0,109,361,3.3,3,jason-scales-1
236,Tony Dace,Army,Ind,12,97,330,3.4,1,10,47,4.7,0,107,377,3.5,1,tony-dace-1
237,Curtis Brinkley,Syracuse,Big East,8,111,371,3.3,2,9,149,16.6,0,120,520,4.3,2,curtis-brinkley-1
238,Jeremy Stewart,Stanford,Pac-10,11,105,343,3.3,2,7,14,2.0,0,112,357,3.2,2,jeremy-stewart-1
239,Jacob French,San Jose State,WAC,12,101,331,3.3,1,38,297,7.8,1,139,628,4.5,2,jacob-french-1
240,Rashaud Slaughter,UAB,CUSA,11,100,325,3.3,1,22,123,5.6,0,122,448,3.7,1,rashaud-slaughter-1
241,Mackenzi Adams,Vanderbilt,SEC,12,87,289,3.3,3,,,,,87,289,3.3,3,mackenzi-adams-1
242,Julian Reams,Florida International,Sun Belt,11,82,274,3.3,2,8,41,5.1,0,90,315,3.5,2,julian-reams-1
243,Doug Hogue,Syracuse,Big East,9,77,251,3.3,1,3,31,10.3,0,80,282,3.5,1,doug-hogue-1
244,Corey Leonard,Arkansas State,Sun Belt,11,171,547,3.2,5,,,,,171,547,3.2,5,corey-leonard-1
245,Patrick Mealy,Army,Ind,11,94,301,3.2,0,10,60,6.0,0,104,361,3.5,0,patrick-mealy-1
246,K.J. Black,Western Kentucky,Ind,12,104,324,3.1,2,,,,,104,324,3.1,2,kj-black-1
247,Bret Meyer,Iowa State,Big 12,12,95,292,3.1,3,1,21,21.0,0,96,313,3.3,3,bret-meyer-1
248,Kevin O'Connell,San Diego State,MWC,12,135,408,3.0,11,2,44,22.0,0,137,452,3.3,11,kevin-oconnell-2
249,Justin Boyle,Duke,ACC,11,75,226,3.0,1,10,42,4.2,0,85,268,3.2,1,justin-boyle-1
250,Tyler Lorenzen*,Connecticut,Big East,13,133,328,2.5,1,,,,,133,328,2.5,1,tyler-lorenzen-1
251,Travis Dixon,UNLV,MWC,12,132,324,2.5,2,1,-4,-4.0,0,133,320,2.4,2,travis-dixon-1
252,Tyler Donovan*,Wisconsin,Big Ten,13,112,277,2.5,5,,,,,112,277,2.5,5,tyler-donovan-1
253,Leon Jackson III,Utah State,WAC,12,142,338,2.4,6,,,,,142,338,2.4,6,leon-jackson-iii-1
254,Andy Dalton*,TCU,MWC,13,98,232,2.4,5,1,27,27.0,0,99,259,2.6,5,andy-dalton-1
255,Adam Tafralis,San Jose State,WAC,12,76,181,2.4,2,3,25,8.3,0,79,206,2.6,2,adam-tafralis-1
256,Chase Daniel*,Missouri,Big 12,14,109,253,2.3,4,,,,,109,253,2.3,4,chase-daniel-1
257,Giovanni Vizza,North Texas,Sun Belt,10,133,299,2.2,2,,,,,133,299,2.2,2,giovanni-vizza-1
258,Jameel Sewell*,Virginia,ACC,13,126,279,2.2,4,,,,,126,279,2.2,4,jameel-sewell-1
259,Matt Flynn*,LSU,SEC,12,100,215,2.2,4,1,35,35.0,0,101,250,2.5,4,matt-flynn-1
260,Todd Reesing*,Kansas,Big 12,13,92,197,2.1,3,,,,,92,197,2.1,3,todd-reesing-1
261,Kyle Israel*,UCF,CUSA,14,90,178,2.0,5,,,,,90,178,2.0,5,kyle-israel-1
262,Brian Johnson*,Utah,MWC,11,85,150,1.8,2,,,,,85,150,1.8,2,brian-johnson-2
263,Tyler Sheehan*,Bowling Green State,MAC,13,93,148,1.6,3,2,49,24.5,2,95,197,2.1,5,tyler-sheehan-1
264,Adam Dimichele,Temple,MAC,8,75,110,1.5,2,1,43,43.0,0,76,153,2.0,2,adam-dimichele-1
265,Paul Smith*,Tulsa,CUSA,14,105,119,1.1,13,,,,,105,119,1.1,13,paul-smith-2
266,Kyle Wright,Miami (FL),ACC,10,87,66,0.8,3,,,,,87,66,0.8,3,kyle-wright-1
267,C.J. Bacher,Northwestern,Big Ten,12,86,31,0.4,4,,,,,86,31,0.4,4,cj-bacher-1
268,Colt Brennan*,Hawaii,WAC,12,82,27,0.3,8,,,,,82,27,0.3,8,colt-brennan-1
269,Caleb Hanie,Colorado State,MWC,12,92,6,0.1,2,,,,,92,6,0.1,2,caleb-hanie-1
270,Jake Christensen,Iowa,Big Ten,12,99,0,0.0,1,,,,,99,0,0.0,1,jake-christensen-1
271,Zac Champion,Louisiana Tech,WAC,12,88,-24,-0.3,1,,,,,88,-24,-0.3,1,zac-champion-1
272,Andrew Robinson,Syracuse,Big East,11,95,-39,-0.4,0,,,,,95,-39,-0.4,0,andrew-robinson-2
273,Thaddeus Lewis,Duke,ACC,12,96,-148,-1.5,2,,,,,96,-148,-1.5,2,thaddeus-lewis-2
274,Rudy Carpenter*,Arizona State,Pac-10,13,93,-205,-2.2,0,1,-7,-7.0,0,94,-212,-2.3,0,rudy-carpenter-1
