
,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Scrimmage,Scrimmage,Scrimmage,Scrimmage,-additional
220,A'Mod Ned,Florida International,Sun Belt,10,79,265,3.4,3,11,86,7.8,0,90,351,3.9,3,amod-ned-1
221,Tony Jackson,Duke,ACC,11,76,259,3.4,0,12,106,8.8,1,88,365,4.1,1,tony-jackson-1
222,Corey Leonard,Arkansas State,Sun Belt,12,157,516,3.3,4,,,,,157,516,3.3,4,corey-leonard-1
223,Austin Davis*,Southern Mississippi,CUSA,13,155,508,3.3,9,,,,,155,508,3.3,9,austin-davis-1
224,Tony Dixon*,Kentucky,SEC,13,132,430,3.3,7,19,90,4.7,0,151,520,3.4,7,tony-dixon-1
225,Josh Adams*,Wake Forest,ACC,11,122,402,3.3,4,16,120,7.5,0,138,522,3.8,4,josh-adams-1
226,Russell Wilson*,North Carolina State,ACC,11,116,388,3.3,4,,,,,116,388,3.3,4,russell-wilson-1
227,Boo Jackson,Ohio,MAC,12,100,333,3.3,2,,,,,100,333,3.3,2,boo-jackson-1
228,David Wolke,Western Kentucky,Sun Belt,11,93,301,3.2,3,0,0,,0,93,301,3.2,3,david-wolke-1
229,Nathan Austin,Tulane,CUSA,9,93,292,3.1,2,15,116,7.7,0,108,408,3.8,2,nathan-austin-1
230,Mikell Simpson,Virginia,ACC,9,87,262,3.0,3,15,66,4.4,0,102,328,3.2,3,mikell-simpson-1
231,Chip Bowden,Army,Ind,12,194,572,2.9,1,,,,,194,572,2.9,1,chip-bowden-1
232,Kahlil Bell,UCLA,Pac-10,10,141,397,2.8,7,10,65,6.5,1,151,462,3.1,8,kahlil-bell-1
233,Joe Jones,Temple,MAC,12,100,275,2.8,1,12,80,6.7,1,112,355,3.2,2,joe-jones-1
234,Joe Ganz*,Nebraska,Big 12,13,92,258,2.8,5,1,20,20.0,1,93,278,3.0,6,joe-ganz-1
235,C.J. Bacher*,Northwestern,Big Ten,11,84,230,2.7,3,1,25,25.0,0,85,255,3.0,3,cj-bacher-1
236,Steven Threet,Michigan,Big Ten,11,76,201,2.6,2,,,,,76,201,2.6,2,steven-threet-1
237,Brandon Johnson,Washington,Pac-10,9,76,194,2.6,3,,,,,76,194,2.6,3,brandon-johnson-4
238,Tyler Sheehan,Bowling Green State,MAC,12,105,237,2.3,7,1,22,22.0,1,106,259,2.4,8,tyler-sheehan-1
239,David Johnson*,Tulsa,CUSA,14,92,186,2.0,3,,,,,92,186,2.0,3,david-johnson-3
240,Adam Weber*,Minnesota,Big Ten,13,127,233,1.8,4,0,7,,0,127,240,1.9,4,adam-weber-1
241,Todd Reesing*,Kansas,Big 12,13,126,224,1.8,4,,,,,126,224,1.8,4,todd-reesing-1
242,Greg Alexander*,Hawaii,WAC,9,90,139,1.5,3,,,,,90,139,1.5,3,greg-alexander-1
243,Riley Skinner*,Wake Forest,ACC,13,104,144,1.4,1,,,,,104,144,1.4,1,riley-skinner-1
244,Paul McCall,Florida International,Sun Belt,12,88,126,1.4,1,,,,,88,126,1.4,1,paul-mccall-1
245,Joe Craddock,Middle Tennessee State,Sun Belt,12,83,118,1.4,0,1,-4,-4.0,0,84,114,1.4,0,joe-craddock-1
246,Rob Calabrese,UCF,CUSA,9,85,108,1.3,1,,,,,85,108,1.3,1,rob-calabrese-1
247,Brian Johnson*,Utah,MWC,13,108,128,1.2,1,,,,,108,128,1.2,1,brian-johnson-2
248,Giovanni Vizza,North Texas,Sun Belt,12,95,116,1.2,2,,,,,95,116,1.2,2,giovanni-vizza-1
249,Jerrod Johnson,Texas A&amp;M,Big 12,12,94,114,1.2,3,2,41,20.5,0,96,155,1.6,3,jerrod-johnson-1
250,Kyle Reed,San Jose State,WAC,10,87,80,0.9,4,,,,,87,80,0.9,4,kyle-reed-1
251,Patrick Pinkney*,East Carolina,CUSA,14,90,50,0.6,1,,,,,90,50,0.6,1,patrick-pinkney-1
252,Kevin Craft,UCLA,Pac-10,12,82,20,0.2,0,0,0,,0,82,20,0.2,0,kevin-craft-1
253,Nathan Enderle,Idaho,WAC,12,76,-22,-0.3,1,,,,,76,-22,-0.3,1,nathan-enderle-1
254,Chase Holbrook,New Mexico State,WAC,12,81,-196,-2.4,2,,,,,81,-196,-2.4,2,chase-holbrook-1
