
,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Scrimmage,Scrimmage,Scrimmage,Scrimmage,-additional
224,Dave Ragone,Louisville,CUSA,11,101,252,2.5,6,1,0,0.0,0,102,252,2.5,6,dave-ragone-1
225,Darius Outlaw,Missouri,Big 12,10,110,259,2.4,5,,,,,110,259,2.4,5,darius-outlaw-1
226,Scott Hall,North Texas,Big West,11,100,230,2.3,1,1,3,3.0,0,101,233,2.3,1,scott-hall-1
227,Josh McCown,SMU,WAC,11,78,175,2.2,3,,,,,78,175,2.2,3,josh-mccown-1
228,Donte' Hart,Tulsa,WAC,11,78,171,2.2,3,5,30,6.0,0,83,201,2.4,3,donte-hart-1
229,Ed Malinowski,Navy,Ind,11,104,203,2.0,5,1,6,6.0,0,105,209,2.0,5,ed-malinowski-1
230,Josh Heupel*,Oklahoma,Big 12,13,83,167,2.0,7,,,,,83,167,2.0,7,josh-heupel-1
231,Aso Pogi,Oklahoma State,Big 12,10,85,159,1.9,6,1,9,9.0,0,86,168,2.0,6,aso-pogi-1
232,Jared Lorenzen,Kentucky,SEC,11,76,140,1.8,5,,,,,76,140,1.8,5,jared-lorenzen-1
233,Steve Bellisari*,Ohio State,Big Ten,12,107,179,1.7,1,1,1,1.0,0,108,180,1.7,1,steve-bellisari-1
234,Troy Nunes,Syracuse,Big East,11,78,106,1.4,2,,,,,78,106,1.4,2,troy-nunes-1
235,David Neill,Nevada,WAC,11,103,131,1.3,4,,,,,103,131,1.3,4,david-neill-1
236,Ortege Jenkins,Arizona,Pac-10,11,133,166,1.2,5,,,,,133,166,1.2,5,ortege-jenkins-1
237,Rocky Perez,UTEP,WAC,11,74,82,1.1,6,,,,,74,82,1.1,6,rocky-perez-1
238,Byron Leftwich,Marshall,MAC,12,82,83,1.0,1,,,,,82,83,1.0,1,byron-leftwich-1
239,Rudy Caamano,New Mexico,MWC,12,109,86,0.8,1,1,9,9.0,0,110,95,0.9,1,rudy-caamano-1
240,Jeff Kelly,Southern Mississippi,CUSA,11,148,54,0.4,4,,,,,148,54,0.4,4,jeff-kelly-1
241,John Welsh,Idaho,Big West,11,80,28,0.4,1,,,,,80,28,0.4,1,john-welsh-1
242,Kliff Kingsbury,Texas Tech,Big 12,12,78,19,0.2,2,,,,,78,19,0.2,2,kliff-kingsbury-1
243,Jeff Smoker,Michigan State,Big Ten,9,73,-5,-0.1,2,,,,,73,-5,-0.1,2,jeff-smoker-1
244,Devin Scott,Temple,Big East,11,69,-6,-0.1,1,1,6,6.0,0,70,0,0.0,1,devin-scott-1
245,Josh Blankenship,Tulsa,WAC,12,81,-19,-0.2,1,,,,,81,-19,-0.2,1,josh-blankenship-1
246,Andy Sahm,Bowling Green State,MAC,11,81,-76,-0.9,3,,,,,81,-76,-0.9,3,andy-sahm-1
247,Philip Rivers,North Carolina State,ACC,11,73,-87,-1.2,2,1,19,19.0,1,74,-68,-0.9,3,philip-rivers-1
248,D. Bryant,Duke,ACC,11,79,-96,-1.2,1,2,29,14.5,1,81,-67,-0.8,2,d-bryant-1
249,Jason McKinley,Houston,CUSA,11,73,-131,-1.8,1,,,,,73,-131,-1.8,1,jason-mckinley-1
