
,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Scrimmage,Scrimmage,Scrimmage,Scrimmage,-additional
220,Jason Evans,Stanford,Pac-10,10,72,248,3.4,1,18,135,7.5,0,90,383,4.3,1,jason-evans-1
221,Kejuan Jones*,Oklahoma,Big 12,11,86,280,3.3,4,10,103,10.3,0,96,383,4.0,4,kejuan-jones-1
222,Julius Crosslin,Oklahoma State,Big 12,11,71,231,3.3,12,2,16,8.0,0,73,247,3.4,12,julius-crosslin-1
223,Jerry Flowers,Kent State,MAC,9,96,304,3.2,3,20,85,4.3,0,116,389,3.4,3,jerry-flowers-1
224,Matt Bohnet,Eastern Michigan,MAC,10,78,250,3.2,3,,,,,78,250,3.2,3,matt-bohnet-1
225,Brian Johnson*,Utah,MWC,10,152,478,3.1,8,,,,,152,478,3.1,8,brian-johnson-2
226,Steven Jyles,Louisiana-Monroe,Sun Belt,11,139,436,3.1,9,2,19,9.5,0,141,455,3.2,9,steven-jyles-1
227,Kevin O'Connell,San Diego State,MWC,12,140,402,2.9,5,,,,,140,402,2.9,5,kevin-oconnell-2
228,J.R. Lemon,Stanford,Pac-10,8,76,222,2.9,0,15,78,5.2,2,91,300,3.3,2,jr-lemon-1
229,Kent Smith,Central Michigan,MAC,11,157,443,2.8,7,,,,,157,443,2.8,7,kent-smith-1
230,Tim Brasic,Illinois,Big Ten,11,151,420,2.8,3,,,,,151,420,2.8,3,tim-brasic-1
231,Drew Stanton,Michigan State,Big Ten,11,121,338,2.8,4,1,-6,-6.0,0,122,332,2.7,4,drew-stanton-1
232,Pat Julmiste*,South Florida,Big East,12,126,336,2.7,4,,,,,126,336,2.7,4,pat-julmiste-1
233,Marques Hagans*,Virginia,ACC,12,115,310,2.7,3,1,7,7.0,0,116,317,2.7,3,marques-hagans-1
234,Marcus Vick*,Virginia Tech,ACC,13,147,380,2.6,6,,,,,147,380,2.6,6,marcus-vick-1
235,Danny Embick,Florida Atlantic,Sun Belt,9,89,228,2.6,2,0,0,,0,89,228,2.6,2,danny-embick-1
236,Leon Jackson III,Utah State,WAC,9,136,328,2.4,1,,,,,136,328,2.4,1,leon-jackson-iii-1
237,Jared Zabransky*,Boise State,WAC,13,107,262,2.4,11,,,,,107,262,2.4,11,jared-zabransky-1
238,Allen Webb,Kansas State,Big 12,8,71,172,2.4,0,,,,,71,172,2.4,0,allen-webb-1
239,Paul Smith*,Tulsa,CUSA,13,111,258,2.3,6,,,,,111,258,2.3,6,paul-smith-2
240,Austen Everson,Ohio,MAC,11,105,244,2.3,6,1,2,2.0,0,106,246,2.3,6,austen-everson-1
241,Jeff Rowe*,Nevada,WAC,12,119,244,2.1,6,,,,,119,244,2.1,6,jeff-rowe-1
242,Rhett Bomar*,Oklahoma,Big 12,12,89,184,2.1,4,,,,,89,184,2.1,4,rhett-bomar-1
243,Jay Cutler,Vanderbilt,SEC,11,106,215,2.0,1,,,,,106,215,2.0,1,jay-cutler-1
244,Allan Evridge,Kansas State,Big 12,9,102,203,2.0,4,0,-19,,0,102,184,1.8,4,allan-evridge-1
245,James Pinkney,East Carolina,CUSA,11,95,193,2.0,7,,,,,95,193,2.0,7,james-pinkney-1
246,Nick Noce*,Arkansas State,Sun Belt,12,125,236,1.9,5,,,,,125,236,1.9,5,nick-noce-1
247,Kevin Kolb*,Houston,CUSA,12,104,200,1.9,5,,,,,104,200,1.9,5,kevin-kolb-1
248,Cody Hodges*,Texas Tech,Big 12,12,109,191,1.8,3,,,,,109,191,1.8,3,cody-hodges-1
249,Trent Edwards,Stanford,Pac-10,11,84,153,1.8,0,,,,,84,153,1.8,0,trent-edwards-1
250,Jerad Romo,SMU,CUSA,11,103,174,1.7,3,1,5,5.0,0,104,179,1.7,3,jerad-romo-1
251,Colt Brennan,Hawaii,WAC,12,99,154,1.6,2,,,,,99,154,1.6,2,colt-brennan-1
252,Corey Bramlet,Wyoming,MWC,11,82,109,1.3,3,,,,,82,109,1.3,3,corey-bramlet-1
253,Blake Powers,Indiana,Big Ten,11,100,121,1.2,4,,,,,100,121,1.2,4,blake-powers-1
254,Zack Asack,Duke,ACC,9,78,95,1.2,2,,,,,78,95,1.2,2,zack-asack-1
255,Steven Moffett*,UCF,CUSA,13,96,93,1.0,2,,,,,96,93,1.0,2,steven-moffett-1
256,Bret Meyer*,Iowa State,Big 12,12,133,123,0.9,1,1,0,0.0,0,134,123,0.9,1,bret-meyer-1
257,Chris Leak*,Florida,SEC,12,105,81,0.8,6,,,,,105,81,0.8,6,chris-leak-1
258,Dustin Grutza,Cincinnati,Big East,11,106,28,0.3,2,1,15,15.0,0,107,43,0.4,2,dustin-grutza-1
259,Sam Hollenbach,Maryland,ACC,11,72,-18,-0.3,2,,,,,72,-18,-0.3,2,sam-hollenbach-1
260,Drew Willy,Buffalo,MAC,10,82,-32,-0.4,0,,,,,82,-32,-0.4,0,drew-willy-1
261,John Stocco*,Wisconsin,Big Ten,13,86,-32,-0.4,2,,,,,86,-32,-0.4,2,john-stocco-1
262,Matt Baker,North Carolina,ACC,11,79,-34,-0.4,2,1,-3,-3.0,0,80,-37,-0.5,2,matt-baker-1
263,Perry Patterson,Syracuse,Big East,11,72,-37,-0.5,3,,,,,72,-37,-0.5,3,perry-patterson-1
264,Zac Taylor,Nebraska,Big 12,12,76,-41,-0.5,1,1,-4,-4.0,0,77,-45,-0.6,1,zac-taylor-1
265,Joey Lynch,Ball State,MAC,11,86,-128,-1.5,0,1,22,22.0,0,87,-106,-1.2,0,joey-lynch-1
266,Clint Marks,Middle Tennessee State,Sun Belt,11,69,-130,-1.9,2,1,19,19.0,1,70,-111,-1.6,3,clint-marks-1
267,Tyler Palko,Pitt,Big East,11,70,-139,-2.0,6,,,,,70,-139,-2.0,6,tyler-palko-1
