
,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Scrimmage,Scrimmage,Scrimmage,Scrimmage,-additional
217,Joey Iosefa,Hawaii,MWC,6,151,617,4.1,8,11,76,6.9,0,162,693,4.3,8,joey-iosefa-1
218,Lavon Coleman*,Washington,Pac-12,11,138,565,4.1,1,9,35,3.9,0,147,600,4.1,1,lavon-coleman-1
219,Charles Jones*,Kansas State,Big 12,13,133,540,4.1,13,8,75,9.4,1,141,615,4.4,14,charles-jones-4
220,Nick Holley,Kent State,MAC,11,125,516,4.1,3,27,199,7.4,1,152,715,4.7,4,nick-holley-1
221,Lorenzo Woodley,Massachusetts,MAC,10,102,420,4.1,5,5,59,11.8,0,107,479,4.5,5,lorenzo-woodley-1
222,Bronson Hill,Eastern Michigan,MAC,12,85,351,4.1,0,9,143,15.9,2,94,494,5.3,2,bronson-hill-1
223,Khalek Shepherd,Virginia,ACC,12,84,348,4.1,2,13,75,5.8,3,97,423,4.4,5,khalek-shepherd-1
224,Kale Pearson*,Air Force,MWC,12,171,687,4.0,6,1,41,41.0,0,172,728,4.2,6,kale-pearson-1
225,D.J. Vinson,UAB,CUSA,12,166,670,4.0,9,15,65,4.3,1,181,735,4.1,10,dj-vinson-1
226,Centarius Donald,Louisiana-Monroe,Sun Belt,11,153,606,4.0,6,21,189,9.0,0,174,795,4.6,6,centarius-donald-1
227,Donovonn Young*,Illinois,Big Ten,13,94,379,4.0,6,22,92,4.2,0,116,471,4.1,6,donovonn-young-1
228,Anthony Boone*,Duke,ACC,13,94,375,4.0,5,1,-16,-16.0,0,95,359,3.8,5,anthony-boone-1
229,Jamal Morrow,Washington State,Pac-12,12,87,351,4.0,0,61,460,7.5,0,148,811,5.5,0,jamal-morrow-1
230,Daz'Mond Patterson,Ohio,MAC,12,86,348,4.0,1,12,116,9.7,0,98,464,4.7,1,dazmond-patterson-1
231,Justin Goodwin*,Rutgers,Big Ten,10,83,328,4.0,1,9,57,6.3,0,92,385,4.2,1,justin-goodwin-1
232,Tony Moore,Florida Atlantic,CUSA,11,75,299,4.0,3,3,43,14.3,0,78,342,4.4,3,tony-moore-2
233,Jowan Davis*,Rice,CUSA,13,245,956,3.9,6,13,108,8.3,0,258,1064,4.1,6,jowan-davis-1
234,Kevin Parks,Virginia,ACC,12,189,745,3.9,4,30,179,6.0,2,219,924,4.2,6,kevin-parks-1
235,Malcolm Brown*,Texas,Big 12,13,183,708,3.9,6,16,58,3.6,0,199,766,3.8,6,malcolm-brown-2
236,Ito Smith,Southern Mississippi,CUSA,11,136,536,3.9,2,8,76,9.5,0,144,612,4.3,2,ito-smith-1
237,Joshua Quezada*,Fresno State,MWC,13,134,525,3.9,5,33,223,6.8,1,167,748,4.5,6,joshua-quezada-1
238,Desmon Peoples*,Rutgers,Big Ten,10,115,447,3.9,3,8,132,16.5,0,123,579,4.7,3,desmon-peoples-1
239,Demarcus Robinson*,Kansas State,Big 12,13,113,437,3.9,5,9,76,8.4,1,122,513,4.2,6,demarcus-robinson-2
240,Dominique Brown*,Louisville,ACC,8,96,378,3.9,4,7,85,12.1,0,103,463,4.5,4,dominique-brown-1
241,Mark Weisman*,Iowa,Big Ten,13,213,812,3.8,16,4,37,9.3,0,217,849,3.9,16,mark-weisman-1
242,Desmond Roland*,Oklahoma State,Big 12,11,203,770,3.8,10,2,-5,-2.5,0,205,765,3.7,10,desmond-roland-1
243,Grant Hedrick*,Boise State,MWC,14,155,592,3.8,8,3,40,13.3,2,158,632,4.0,10,grant-hedrick-1
244,David Glasco II,UTSA,CUSA,12,150,570,3.8,5,5,18,3.6,0,155,588,3.8,5,david-glasco-ii-1
245,Marshawn Williams*,Virginia Tech,ACC,9,124,475,3.8,4,4,18,4.5,0,128,493,3.9,4,marshawn-williams-1
246,Ron Johnson,Connecticut,American,12,114,429,3.8,3,3,20,6.7,0,117,449,3.8,3,ron-johnson-8
247,Marcus Caffey,Georgia State,Sun Belt,10,93,354,3.8,3,8,38,4.8,0,101,392,3.9,3,marcus-caffey-1
248,Fredi Knighten*,Arkansas State,Sun Belt,13,211,779,3.7,11,2,64,32.0,1,213,843,4.0,12,fredi-knighten-1
249,William Stanback*,UCF,American,10,189,697,3.7,10,11,55,5.0,2,200,752,3.8,12,william-stanback-1
250,Ryan Brumfield,Eastern Michigan,MAC,12,95,348,3.7,4,12,76,6.3,1,107,424,4.0,5,ryan-brumfield-1
251,Dontravious Wilson*,UCF,American,10,95,347,3.7,3,13,56,4.3,0,108,403,3.7,3,dontravious-wilson-1
252,Sam Craft*,Memphis,American,8,89,331,3.7,3,15,83,5.5,0,104,414,4.0,3,sam-craft-1
253,Reggie Pegram,North Texas,CUSA,12,145,529,3.6,5,8,3,0.4,0,153,532,3.5,5,reggie-pegram-1
254,Mitch Leidner*,Minnesota,Big Ten,12,126,452,3.6,10,1,9,9.0,0,127,461,3.6,10,mitch-leidner-1
255,Austin Grammer,Middle Tennessee State,CUSA,12,124,442,3.6,6,1,12,12.0,0,125,454,3.6,6,austin-grammer-1
256,Cam McDaniel,Notre Dame,Ind,13,77,278,3.6,4,9,76,8.4,0,86,354,4.1,4,cam-mcdaniel-1
257,Maty Mauk*,Missouri,SEC,14,108,373,3.5,2,1,1,1.0,0,109,374,3.4,2,maty-mauk-1
258,Wes Brown*,Maryland,Big Ten,12,103,356,3.5,6,21,198,9.4,0,124,554,4.5,6,wes-brown-2
259,Kenneth Harper,Temple,American,12,87,307,3.5,5,27,158,5.9,1,114,465,4.1,6,kenneth-harper-1
260,Marlin Lane Jr.*,Tennessee,SEC,12,86,300,3.5,1,11,78,7.1,0,97,378,3.9,1,marlin-lane-jr-1
261,Saylor Lavallii*,Central Michigan,MAC,11,84,298,3.5,4,13,86,6.6,0,97,384,4.0,4,saylor-lavallii-1
262,Sam B. Richardson,Iowa State,Big 12,11,125,421,3.4,3,0,0,,0,125,421,3.4,3,sam-b-richardson-1
263,Jameill Showers*,UTEP,CUSA,13,93,312,3.4,4,0,0,,0,93,312,3.4,4,jameill-showers-1
264,C.J. Brown*,Maryland,Big Ten,13,161,539,3.3,8,1,-11,-11.0,0,162,528,3.3,8,cj-brown-1
265,Driphus Jackson*,Rice,CUSA,13,121,401,3.3,1,0,0,,0,121,401,3.3,1,driphus-jackson-1
266,Brian Burrell*,Fresno State,MWC,14,110,360,3.3,3,0,0,,0,110,360,3.3,3,brian-burrell-1
267,Xavier Hall,New Mexico State,Sun Belt,10,105,342,3.3,5,1,2,2.0,0,106,344,3.2,5,xavier-hall-1
268,Prescott Line,SMU,American,11,78,256,3.3,4,10,41,4.1,0,88,297,3.4,4,prescott-line-1
269,Tyler Jones,Texas State,Sun Belt,12,166,539,3.2,6,0,0,,0,166,539,3.2,6,tyler-jones-4
270,Kevin Hogan*,Stanford,Pac-12,13,91,295,3.2,5,0,0,,0,91,295,3.2,5,kevin-hogan-2
271,George Payne,Southern Mississippi,CUSA,10,86,271,3.2,6,8,109,13.6,1,94,380,4.0,7,george-payne-1
272,Jake Waters*,Kansas State,Big 12,13,154,484,3.1,9,0,0,,0,154,484,3.1,9,jake-waters-1
273,P.J. Walker,Temple,American,12,106,324,3.1,3,1,14,14.0,0,107,338,3.2,3,pj-walker-1
274,Brandon Bridge*,South Alabama,Sun Belt,11,101,297,2.9,4,0,0,,0,101,297,2.9,4,brandon-bridge-1
275,Dezmond Wortham,Wake Forest,ACC,7,84,240,2.9,0,6,19,3.2,0,90,259,2.9,0,dezmond-wortham-1
276,Paxton Lynch*,Memphis,American,13,113,321,2.8,13,0,0,,0,113,321,2.8,13,paxton-lynch-1
277,Reilly O'Toole*,Illinois,Big Ten,10,95,263,2.8,1,0,0,,0,95,263,2.8,1,reilly-otoole-1
278,Travis Wilson*,Utah,Pac-12,13,114,309,2.7,5,0,0,,0,114,309,2.7,5,travis-wilson-4
279,Anthony Jennings*,LSU,SEC,13,108,292,2.7,0,0,0,,0,108,292,2.7,0,anthony-jennings-1
280,Taylor Kelly*,Arizona State,Pac-12,10,95,256,2.7,3,0,0,,0,95,256,2.7,3,taylor-kelly-1
281,Cyler Miles*,Washington,Pac-12,12,118,307,2.6,4,1,2,2.0,0,119,309,2.6,4,cyler-miles-1
282,Devin Gardner,Michigan,Big Ten,12,98,258,2.6,4,1,18,18.0,0,99,276,2.8,4,devin-gardner-1
283,Blake Decker,UNLV,MWC,13,147,366,2.5,5,0,0,,0,147,366,2.5,5,blake-decker-1
284,Everett Golson,Notre Dame,Ind,13,114,283,2.5,8,0,0,,0,114,283,2.5,8,everett-golson-1
285,Tyrone Swoopes*,Texas,Big 12,12,108,262,2.4,4,0,0,,0,108,262,2.4,4,tyrone-swoopes-1
286,Andrew Hendrix,Miami (OH),MAC,12,157,324,2.1,6,0,0,,0,157,324,2.1,6,andrew-hendrix-1
287,Patrick Towles,Kentucky,SEC,12,145,303,2.1,6,1,11,11.0,0,146,314,2.2,6,patrick-towles-1
288,Anu Solomon*,Arizona,Pac-12,14,137,291,2.1,2,1,21,21.0,0,138,312,2.3,2,anu-solomon-1
289,Brandon Silvers,Troy,Sun Belt,11,100,196,2.0,5,0,0,,0,100,196,2.0,5,brandon-silvers-2
290,Christian Stewart*,Brigham Young,Ind,9,82,163,2.0,4,0,0,,0,82,163,2.0,4,christian-stewart-1
291,Ikaika Woolsey,Hawaii,MWC,13,110,203,1.8,1,0,0,,0,110,203,1.8,1,ikaika-woolsey-1
292,Isaiah Robinson,Wake Forest,ACC,11,98,175,1.8,3,9,30,3.3,1,107,205,1.9,4,isaiah-robinson-2
293,Cody Clements,UAB,CUSA,11,91,160,1.8,4,0,0,,0,91,160,1.8,4,cody-clements-1
294,Justin Holman*,UCF,American,13,112,189,1.7,3,0,0,,0,112,189,1.7,3,justin-holman-1
295,Taylor Heinicke,Old Dominion,CUSA,12,80,139,1.7,2,1,2,2.0,0,81,141,1.7,2,taylor-heinicke-1
296,Bo Wallace*,Ole Miss,SEC,13,121,199,1.6,5,0,-12,,0,121,187,1.5,5,bo-wallace-1
297,Bryce Petty*,Baylor,Big 12,12,84,101,1.2,6,0,0,,0,84,101,1.2,6,bryce-petty-1
298,Alex McGough,Florida International,CUSA,12,97,92,0.9,4,0,0,,0,97,92,0.9,4,alex-mcgough-1
299,Chandler Whitmer,Connecticut,American,12,75,69,0.9,2,0,0,,0,75,69,0.9,2,chandler-whitmer-1
300,Shane Carden*,East Carolina,American,13,96,76,0.8,6,1,0,0.0,0,97,76,0.8,6,shane-carden-1
301,Dane Evans,Tulsa,American,12,77,58,0.8,3,0,0,,0,77,58,0.8,3,dane-evans-1
302,Pete Thomas,Louisiana-Monroe,Sun Belt,12,110,6,0.1,3,1,8,8.0,0,111,14,0.1,3,pete-thomas-1
303,Matt Linehan,Idaho,Sun Belt,11,86,-66,-0.8,1,0,0,,0,86,-66,-0.8,1,matt-linehan-1
304,Christian Hackenberg*,Penn State,Big Ten,13,93,-94,-1.0,0,0,0,,0,93,-94,-1.0,0,christian-hackenberg-1
305,Colby Kirkegaard,Wyoming,MWC,12,78,-110,-1.4,0,0,0,,0,78,-110,-1.4,0,colby-kirkegaard-1
306,John Wolford,Wake Forest,ACC,12,104,-151,-1.5,0,1,24,24.0,0,105,-127,-1.2,0,john-wolford-1
