
,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Scrimmage,Scrimmage,Scrimmage,Scrimmage,-additional
220,Riley Dodge,North Texas,Sun Belt,11,79,253,3.2,1,1,1,1.0,0,80,254,3.2,1,riley-dodge-1
221,Austin Davis*,Southern Mississippi,CUSA,13,145,452,3.1,10,1,17,17.0,1,146,469,3.2,11,austin-davis-1
222,Russell Wilson*,North Carolina State,ACC,13,143,435,3.0,9,1,4,4.0,0,144,439,3.0,9,russell-wilson-1
223,Branden Oliver,Buffalo,MAC,10,102,298,2.9,0,5,92,18.4,0,107,390,3.6,0,branden-oliver-1
224,Aaron Winchester,Western Michigan,MAC,11,92,271,2.9,0,12,47,3.9,0,104,318,3.1,0,aaron-winchester-1
225,Austin Dantin*,Toledo,MAC,9,103,292,2.8,8,,,,,103,292,2.8,8,austin-dantin-1
226,Austen Arnaud,Iowa State,Big 12,11,103,287,2.8,2,1,-9,-9.0,0,104,278,2.7,2,austen-arnaud-1
227,Stump Godfrey,New Mexico,MWC,7,107,287,2.7,4,,,,,107,287,2.7,4,stump-godfrey-1
228,Boo Jackson*,Ohio,MAC,13,132,345,2.6,7,2,68,34.0,1,134,413,3.1,8,boo-jackson-1
229,Jerry Davis,Buffalo,MAC,10,96,236,2.5,0,,,,,96,236,2.5,0,jerry-davis-1
230,Larry Smith,Vanderbilt,SEC,11,105,248,2.4,4,,,,,105,248,2.4,4,larry-smith-1
231,Kolton Browning,Louisiana-Monroe,Sun Belt,12,171,385,2.3,4,,,,,171,385,2.3,4,kolton-browning-1
232,B.J. Daniels*,South Florida,Big East,12,112,259,2.3,5,,,,,112,259,2.3,5,bj-daniels-1
233,Kyle Padron*,SMU,CUSA,14,104,244,2.3,4,,,,,104,244,2.3,4,kyle-padron-1
234,Jordan Hopgood,Bowling Green State,MAC,12,76,167,2.2,6,10,60,6.0,0,86,227,2.6,6,jordan-hopgood-1
235,Diondre Borel,Utah State,WAC,12,142,298,2.1,7,1,14,14.0,0,143,312,2.2,7,diondre-borel-1
236,Blaine Gabbert*,Missouri,Big 12,13,112,232,2.1,5,,,,,112,232,2.1,5,blaine-gabbert-1
237,Alex Carder,Western Michigan,MAC,12,109,226,2.1,6,,,,,109,226,2.1,6,alex-carder-1
238,Stephen Garcia*,South Carolina,SEC,14,105,222,2.1,6,1,3,3.0,1,106,225,2.1,7,stephen-garcia-1
239,Kawaun Jakes,Western Kentucky,Sun Belt,12,96,200,2.1,4,,,,,96,200,2.1,4,kawaun-jakes-1
240,Geno Smith*,West Virginia,Big East,13,106,217,2.0,0,,,,,106,217,2.0,0,geno-smith-1
241,Omar Clayton,UNLV,MWC,13,97,194,2.0,1,1,16,16.0,0,98,210,2.1,1,omar-clayton-1
242,Aaron Murray*,Georgia,SEC,13,87,167,1.9,4,,,,,87,167,1.9,4,aaron-murray-1
243,Christian Ponder*,Florida State,ACC,12,100,180,1.8,4,,,,,100,180,1.8,4,christian-ponder-1
244,Zach Collaros,Cincinnati,Big East,11,121,202,1.7,4,,,,,121,202,1.7,4,zach-collaros-1
245,Tanner Price,Wake Forest,ACC,11,75,120,1.6,4,,,,,75,120,1.6,4,tanner-price-1
246,Jeff Tuel,Washington State,Pac-10,12,134,204,1.5,1,,,,,134,204,1.5,1,jeff-tuel-1
247,Carson Coffman*,Kansas State,Big 12,12,110,157,1.4,9,1,30,30.0,0,111,187,1.7,9,carson-coffman-1
248,Ryan Colburn*,Fresno State,WAC,13,95,75,0.8,3,,,,,95,75,0.8,3,ryan-colburn-1
249,Ryan Katz,Oregon State,Pac-10,12,78,14,0.2,2,,,,,78,14,0.2,2,ryan-katz-1
250,Pete Thomas,Colorado State,MWC,12,77,-117,-1.5,0,,,,,77,-117,-1.5,0,pete-thomas-1
