
,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Scrimmage,Scrimmage,Scrimmage,Scrimmage,-additional
218,Glenn Smith*,Georgia State,Sun Belt,12,89,356,4.0,1,17,115,6.8,0,106,471,4.4,1,glenn-smith-2
219,Zack Langer*,Tulsa,American,11,201,777,3.9,18,4,61,15.3,0,205,838,4.1,18,zack-langer-1
220,DeShone Kizer*,Notre Dame,Ind,13,135,525,3.9,10,0,0,,0,135,525,3.9,10,deshone-kizer-1
221,Chris Carson*,Oklahoma State,Big 12,12,131,517,3.9,4,17,170,10.0,0,148,687,4.6,4,chris-carson-1
222,Russell Hansbrough,Missouri,SEC,11,111,436,3.9,1,17,59,3.5,0,128,495,3.9,1,russell-hansbrough-1
223,A.J. Schurr,Army,Ind,6,98,384,3.9,7,0,0,,0,98,384,3.9,7,aj-schurr-1
224,Eric Dungey,Syracuse,ACC,8,91,351,3.9,5,1,-3,-3.0,0,92,348,3.8,5,eric-dungey-1
225,Kyler Neal*,Georgia State,Sun Belt,11,84,329,3.9,5,11,87,7.9,0,95,416,4.4,5,kyler-neal-1
226,Mikel Horton,Kentucky,SEC,12,82,318,3.9,3,10,140,14.0,0,92,458,5.0,3,mikel-horton-1
227,Joshua Thomas,Iowa State,Big 12,12,75,295,3.9,7,4,33,8.3,0,79,328,4.2,7,joshua-thomas-1
228,D.J. Knox,Purdue,Big Ten,10,108,409,3.8,2,26,189,7.3,0,134,598,4.5,2,dj-knox-1
229,Dak Prescott*,Mississippi State,SEC,13,160,588,3.7,10,0,0,,0,160,588,3.7,10,dak-prescott-1
230,Andrew Buie,Charlotte,CUSA,12,143,527,3.7,1,5,48,9.6,0,148,575,3.9,1,andrew-buie-1
231,Jeremiah Laufasa,UTEP,CUSA,12,101,378,3.7,1,14,130,9.3,0,115,508,4.4,1,jeremiah-laufasa-1
232,C.J. Jones,UCF,American,11,93,344,3.7,1,11,65,5.9,0,104,409,3.9,1,cj-jones-6
233,Kenny Potter*,San Jose State,MWC,11,114,415,3.6,7,0,0,,0,114,415,3.6,7,kenny-potter-1
234,Kaylon Watson,Louisiana-Monroe,Sun Belt,13,94,336,3.6,0,20,183,9.2,3,114,519,4.6,3,kaylon-watson-1
235,Matt Johnson,Charlotte,CUSA,11,90,327,3.6,1,0,0,,0,90,327,3.6,1,matt-johnson-10
236,Kurt Palandech,UNLV,MWC,11,82,293,3.6,4,0,0,,0,82,293,3.6,4,kurt-palandech-1
237,Travis Wilson*,Utah,Pac-12,12,141,491,3.5,7,0,0,,0,141,491,3.5,7,travis-wilson-4
238,Mark Walton*,Miami (FL),ACC,13,130,461,3.5,9,22,293,13.3,1,152,754,5.0,10,mark-walton-1
239,Patrick Mahomes*,Texas Tech,Big 12,13,131,456,3.5,10,1,3,3.0,0,132,459,3.5,10,patrick-mahomes-1
240,Tyler Bell,Wake Forest,ACC,12,129,451,3.5,1,18,127,7.1,0,147,578,3.9,1,tyler-bell-2
241,Martez Walker*,Central Michigan,MAC,11,106,367,3.5,2,18,88,4.9,0,124,455,3.7,2,martez-walker-1
242,Joel Lanning,Iowa State,Big 12,11,94,330,3.5,4,1,9,9.0,0,95,339,3.6,4,joel-lanning-2
243,Jeff Driskel*,Louisiana Tech,CUSA,13,92,323,3.5,5,0,0,,0,92,323,3.5,5,jeff-driskel-1
244,David Williams,South Carolina,SEC,12,86,299,3.5,0,11,93,8.5,0,97,392,4.0,0,david-williams-5
245,Joe Hubener*,Kansas State,Big 12,13,180,613,3.4,13,0,0,,0,180,613,3.4,13,joe-hubener-1
246,Justin Thomas,Georgia Tech,ACC,12,144,485,3.4,6,0,0,,0,144,485,3.4,6,justin-thomas-3
247,Ahmad Bradshaw,Army,Ind,8,131,450,3.4,5,1,25,25.0,0,132,475,3.6,5,ahmad-bradshaw-2
248,Trayion Durham,Kent State,MAC,12,127,428,3.4,3,0,0,,0,127,428,3.4,3,trayion-durham-1
249,Jahray Hayes*,Central Michigan,MAC,10,95,324,3.4,4,9,52,5.8,0,104,376,3.6,4,jahray-hayes-1
250,Raekwon James,Kent State,MAC,12,76,261,3.4,0,28,287,10.3,0,104,548,5.3,0,raekwon-james-1
251,Bryant Shirreffs*,Connecticut,American,12,154,503,3.3,3,0,0,,0,154,503,3.3,3,bryant-shirreffs-1
252,Shane Tucker*,Middle Tennessee State,CUSA,10,127,413,3.3,2,16,133,8.3,1,143,546,3.8,3,shane-tucker-1
253,Tyler Stewart*,Nevada,MWC,13,98,322,3.3,4,0,-5,,0,98,317,3.2,4,tyler-stewart-1
254,Skyler Howard*,West Virginia,Big 12,13,158,502,3.2,6,0,0,,0,158,502,3.2,6,skyler-howard-1
255,Lajuan Hunt*,Utah State,MWC,13,106,338,3.2,5,27,231,8.6,1,133,569,4.3,6,lajuan-hunt-1
256,George Bollas,Kent State,MAC,10,89,275,3.1,1,0,0,,0,89,275,3.1,1,george-bollas-1
257,Taj McGowan,UCF,American,8,85,262,3.1,1,2,13,6.5,0,87,275,3.2,1,taj-mcgowan-1
258,Baker Mayfield*,Oklahoma,Big 12,13,141,405,2.9,7,0,0,,0,141,405,2.9,7,baker-mayfield-1
259,Fredi Knighten*,Arkansas State,Sun Belt,10,138,400,2.9,5,1,9,9.0,0,139,409,2.9,5,fredi-knighten-1
260,Jaquez Johnson,Florida Atlantic,CUSA,10,100,290,2.9,2,0,0,,0,100,290,2.9,2,jaquez-johnson-1
261,Taylor Cox,Kansas,Big 12,9,79,231,2.9,2,8,48,6.0,0,87,279,3.2,2,taylor-cox-1
262,Dalton Sturm,UTSA,CUSA,10,128,356,2.8,1,1,-5,-5.0,0,129,351,2.7,1,dalton-sturm-1
263,Jacoby Brissett*,North Carolina State,ACC,13,139,370,2.7,6,0,0,,0,139,370,2.7,6,jacoby-brissett-2
264,Paxton Lynch*,Memphis,American,13,87,239,2.7,2,0,0,,0,87,239,2.7,2,paxton-lynch-1
265,Nathan Peterman*,Pitt,ACC,13,85,232,2.7,1,0,2,,0,85,234,2.8,1,nathan-peterman-1
266,Treon Harris*,Florida,SEC,11,95,244,2.6,0,2,-5,-2.5,1,97,239,2.5,1,treon-harris-1
267,Matt Linehan,Idaho,Sun Belt,11,91,234,2.6,5,0,0,,0,91,234,2.6,5,matt-linehan-1
268,Ron Johnson*,Connecticut,American,11,89,228,2.6,5,4,29,7.3,0,93,257,2.8,5,ron-johnson-8
269,Andrew Allen,New Mexico State,Sun Belt,8,75,197,2.6,0,0,0,,0,75,197,2.6,0,andrew-allen-1
270,Mitch Leidner*,Minnesota,Big Ten,13,107,270,2.5,6,1,16,16.0,0,108,286,2.6,6,mitch-leidner-1
271,Brenden Motley*,Virginia Tech,ACC,10,88,224,2.5,3,1,13,13.0,0,89,237,2.7,3,brenden-motley-1
272,Sefo Liufau,Colorado,Pac-12,11,108,260,2.4,5,1,12,12.0,0,109,272,2.5,5,sefo-liufau-1
273,Drew Hare*,Northern Illinois,MAC,9,104,252,2.4,1,0,0,,0,104,252,2.4,1,drew-hare-1
274,C.J. Beathard*,Iowa,Big Ten,14,100,237,2.4,6,0,0,,0,100,237,2.4,6,cj-beathard-1
275,Garrett Smith,Louisiana-Monroe,Sun Belt,10,108,250,2.3,2,0,0,,0,108,250,2.3,2,garrett-smith-2
276,Derrius Vick*,Ohio,MAC,10,93,177,1.9,1,0,0,,0,93,177,1.9,1,derrius-vick-1
277,Vernon Adams*,Oregon,Pac-12,10,83,147,1.8,2,0,0,,0,83,147,1.8,2,vernon-adams-1
278,Driphus Jackson,Rice,CUSA,12,108,167,1.5,3,0,0,,0,108,167,1.5,3,driphus-jackson-1
279,Matt Johnson*,Bowling Green State,MAC,14,113,159,1.4,4,1,16,16.0,0,114,175,1.5,4,matt-johnson-3
280,Alex McGough,Florida International,CUSA,12,88,95,1.1,3,0,0,,0,88,95,1.1,3,alex-mcgough-1
281,Cody Clements,South Alabama,Sun Belt,12,84,95,1.1,3,1,7,7.0,1,85,102,1.2,4,cody-clements-1
282,Mike Bercovici*,Arizona State,Pac-12,13,109,84,0.8,6,0,0,,0,109,84,0.8,6,mike-bercovici-1
283,Dane Evans*,Tulsa,American,13,96,-9,-0.1,2,0,0,,0,96,-9,-0.1,2,dane-evans-1
284,Luke Falk*,Washington State,Pac-12,12,82,-115,-1.4,3,0,0,,0,82,-115,-1.4,3,luke-falk-1
