
,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Scrimmage,Scrimmage,Scrimmage,Scrimmage,-additional
221,Zac Dysert,Miami (OH),MAC,11,149,258,1.7,5,,,,,149,258,1.7,5,zac-dysert-1
222,Zac Lee*,Nebraska,Big 12,13,103,171,1.7,1,,,,,103,171,1.7,1,zac-lee-1
223,Stephen Garcia*,South Carolina,SEC,13,120,186,1.6,4,,,,,120,186,1.6,4,stephen-garcia-1
224,Jordan Jefferson*,LSU,SEC,12,112,171,1.5,1,,,,,112,171,1.5,1,jordan-jefferson-1
225,Jameel Sewell,Virginia,ACC,11,136,167,1.2,7,1,30,30.0,0,137,197,1.4,7,jameel-sewell-1
226,Todd Reesing,Kansas,Big 12,12,104,119,1.1,6,1,14,14.0,0,105,133,1.3,6,todd-reesing-1
227,Ross Jenkins,Louisiana Tech,WAC,12,79,73,0.9,2,,,,,79,73,0.9,2,ross-jenkins-1
228,Tyler Hansen,Colorado,Big 12,8,84,61,0.7,1,,,,,84,61,0.7,1,tyler-hansen-1
229,Kevin Riley*,California,Pac-10,13,82,51,0.6,1,,,,,82,51,0.6,1,kevin-riley-1
230,Thaddeus Lewis,Duke,ACC,12,86,48,0.6,4,,,,,86,48,0.6,4,thaddeus-lewis-2
231,Chris Turner,Maryland,ACC,10,84,22,0.3,2,,,,,84,22,0.3,2,chris-turner-1
232,Paul McCall,Florida International,Sun Belt,11,76,14,0.2,2,,,,,76,14,0.2,2,paul-mccall-1
233,Donovan Porterie,New Mexico,MWC,12,86,-33,-0.4,2,1,3,3.0,0,87,-30,-0.3,2,donovan-porterie-1
